Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Crowdpac,https://www.crunchbase.com/organization/crowdpac,"Data and Analytics, Government and Military, Financial Services","San Francisco, California, United States",Non-partisan political crowdfunding startup using technology and data to help citizens engage in politics.,"4,396",01/01/2013,Operating,71,"Politics, Big Data, Crowdfunding",4,11-50,01/01/2016,"$6,000,000","$8,525,000",14,Series A,http://www.crowdpac.com,2
BoomTown,https://www.crunchbase.com/organization/boomtown,"Real Estate, Software, Internet Services","Charleston, South Carolina, United States",BoomTown is an end-to-end web marketing system for real estate professionals.,"4,397",01/01/2006,Operating,148,"Software, Internet, Real Estate",2,101-250,09/05/2014,"$20,100,000","$20,100,000",4,Series A,http://www.BoomTownROI.com,1
Notion,https://www.crunchbase.com/organization/notion-ai,"Science and Engineering, Hardware, Information Technology, Data and Analytics, Software, Internet Services, Messaging and Telecommunications","Ann Arbor, Michigan, United States",Notion is a communications intelligence company out to solve communications overload once and for all.,"4,401",01/01/2013,Operating,1,"Internet, Messaging, Email, Communications Infrastructure, Artificial Intelligence",3,11-50,10/19/2016,"$9,500,000","$11,000,000",7,Series A,https://notion.ai/,2
AttackIQ,https://www.crunchbase.com/organization/attackiq,"Information Technology, Privacy and Security","San Diego, California, United States",AttackIQ is security industry's first automated validation platform to end the guessing game & challenge your security controls.,"4,403",01/01/2013,Operating,,Network Security,1,11-50,11/30/2016,"$8,800,000","$16,588,694",6,Series A,https://www.attackiq.com,4
TetraVue,https://www.crunchbase.com/organization/tetravue,"Science and Engineering, Hardware, Software, Transportation","Vista, California, United States",TetraVue is providing 3D and optics solutions for several government customers.,"4,407",01/01/2008,Operating,2,"Autonomous Vehicles, Robotics, 3D Technology",1,1-10,02/16/2017,"$10,000,000","$10,000,000",5,Series A,http://www.tetravue.com/,1
Robin Systems,https://www.crunchbase.com/organization/robin-systems,"Hardware, Information Technology, Software","San Jose, California, United States",Data-Centric Compute and Storage Containerization Infrastructure Software,"4,408",05/01/2013,Operating,27,"Data Center, Information Technology, Enterprise Software",1,11-50,10/06/2015,"$15,000,000","$21,700,000",11,Series A,http://www.robinsystems.com,3
Siemplify,https://www.crunchbase.com/organization/siemplify,"Information Technology, Data and Analytics, Privacy and Security","New York, New York, United States","Siemplify ThreatNexus is the first, comprehensive, Security Orchestration platform for today's enterprise and MSSPs.","4,410",01/01/2015,Operating,16,"Analytics, Network Security, Security, Cyber Security",3,11-50,11/15/2016,"$10,000,000","$14,000,000",10,Series A,http://www.siemplify.co,3
ReplyYes,https://www.crunchbase.com/organization/replyyes,"Science and Engineering, Commerce and Shopping, Information Technology, Data and Analytics, Software, Sales and Marketing, Internet Services, Messaging and Telecommunications, Mobile","Seattle, Washington, United States",ReplyYes is the leader in ecommerce over mobile messaging,"4,418",01/01/2015,Operating,,"B2B, Messaging, Artificial Intelligence, E-Commerce, Digital Marketing, Mobile, Software",,11-50,12/16/2016,"$6,500,000","$6,500,000",13,Series A,http://replyyes.com/,2
Greatist,https://www.crunchbase.com/organization/the-greatist,"Media and Entertainment, Sports, Health Care","New York, New York, United States",The next-gen health media company for healthy-minded millennials.,"4,425",04/01/2011,Operating,69,"Digital Media, Fitness, Health Care",1,11-50,01/20/2016,"$4,500,000","$8,000,000",16,Series A,http://greatist.com,3
Guild Education,https://www.crunchbase.com/organization/guild-education,"Health Care, Professional Services, Education","Denver, Colorado, United States","Guild's lifelong learning platform offers classes, programs and degrees for working adults moving forward in their education and career","4,430",06/01/2015,Operating,3,"Education, Career Planning, Employee Benefits",2,1-10,09/16/2016,"$8,500,000","$10,500,000",10,Series A,http://www.guildeducation.com,2
Shippable,https://www.crunchbase.com/organization/shippable,Software,"Seattle, Washington, United States",Shippable helps companies ship code faster by giving them a powerful continuous integration platform built natively on Docker.,"4,431",01/01/2013,Operating,76,"PaaS, Software, Developer Tools, SaaS",2,11-50,11/06/2014,"$8,000,000","$10,050,000",10,Series A,https://www.shippable.com/,3
Wonolo,https://www.crunchbase.com/organization/wonolo,"Commerce and Shopping, Administrative Services","San Francisco, California, United States",Wonolo provides a B2B marketplace that allows businesses to find vetted talent.,"4,434",01/01/2014,Operating,13,"Marketplace, Local, Staffing Agency",2,11-50,01/28/2016,"$5,700,000","$7,900,000",9,Series A,http://wonolo.com,3
Rentlytics,https://www.crunchbase.com/organization/rentlytics,"Real Estate, Data and Analytics","San Francisco, California, United States",Rentlytics is building the platform to transform the world’s real estate data into accessible information.,"4,436",02/01/2013,Operating,8,"Property Management, Real Estate, SaaS, Analytics, B2B",2,11-50,01/14/2016,"$9,180,000","$17,851,390",15,Series A,http://www.rentlytics.com,4
Zenrez,https://www.crunchbase.com/organization/zenrez,"Apps, Software, Sports, Health Care","San Francisco, California, United States",Zenrez provides exclusive offers at the finest fitness studios with no memberships or fees.,"4,473",08/01/2014,Operating,,"Fitness, Health Care, Apps",3,11-50,03/02/2017,"$6,000,000","$9,900,000",10,Series A,https://www.zenrez.com/,4
StartApp,https://www.crunchbase.com/organization/startapp,"Media and Entertainment, Content and Publishing, Mobile, Advertising","New York, New York, United States","StartApp is a mobile advertising platform that helps publishers and advertisers monetize, distribute and advertise apps and mobile websites.","4,476",12/01/2010,Operating,32,"Advertising Platforms, Publishing, Mobile",3,101-250,09/01/2013,"$3,000,000","$7,300,000",4,Series A,http://www.startapp.com,2
inMarket,https://www.crunchbase.com/organization/checkpoints,"Apps, Hardware, Commerce and Shopping, Navigation and Mapping, Data and Analytics, Software, Sales and Marketing, Internet Services, Mobile, Advertising","Venice, California, United States","inMarket is a beacon proximity platform that provides mobile location solutions to apps, brands, and retailers.","4,496",04/01/2010,Operating,56,"Shopping, Advertising, Location Based Services, Mobile, Hardware, Internet, Apps, Internet of Things, Retail",2,51-100,08/01/2010,"$1,000,000","$2,000,000",2,Series A,http://www.inmarket.com,2
NexDefense,https://www.crunchbase.com/organization/nexdefense,"Hardware, Information Technology, Data and Analytics, Software, Internet Services, Privacy and Security, Financial Services, Design","Atlanta, Georgia, United States",NexDefense empowers automation & control system operators in critical infrastructure with real-time knowledge to combat security threats.,"4,497",05/01/2012,Operating,11,"Cloud Security, Analytics, Cyber Security, Internet of Things, Security, Cloud Management, Intrusion Detection, Private Cloud, Industrial, Homeland Security, Network Security, Data Visualization, Asset Management",3,11-50,11/16/2015,"$5,622,000","$8,147,000",4,Series A,http://nexdefense.com,3
Postman,https://www.crunchbase.com/organization/postman,Software,"San Francisco, California, United States","Postman is a complete toolchain for API developers with collaboration, documentation and monitoring.","4,498",09/01/2014,Operating,1,"Software, Developer Tools, Developer APIs",3,11-50,10/13/2016,"$7,000,000","$8,000,000",1,Series A,http://www.getpostman.com,2
Framebridge,https://www.crunchbase.com/organization/framebridge,"Commerce and Shopping, Real Estate, Internet Services","Washington, District of Columbia, United States","Framebridge makes custom picture framing easy, stylish, and affordable.","4,511",01/01/2014,Operating,20,"Internet, Home Decor, E-Commerce",1,11-50,04/21/2016,"$9,000,000","$20,450,000",8,Series A,http://www.framebridge.com/,4
Tigera,https://www.crunchbase.com/organization/tigera,"Information Technology, Software, Privacy and Security","San Francisco, California, United States",Tigera is solving the networking and security problems inherent in deploying,"4,512",01/01/2016,Operating,,"IT Management, Open Source, Network Security",,11-50,06/16/2016,"$13,000,000","$13,000,000",5,Series A,https://www.tigera.io/,1
"Lumity, Inc.",https://www.crunchbase.com/organization/lumity-inc,"Information Technology, Data and Analytics, Financial Services","San Mateo, California, United States",Lumity simplifies the pain of company health plan decisions with data-driven recommendations that drive cost savings and improve outcomes.,"4,514",07/01/2014,Operating,5,"Health Insurance, Analytics, FinTech, Information Technology",2,11-50,09/15/2015,"$14,000,000","$14,000,000",3,Series A,http://www.lumity.com,1
Verdigris Technologies,https://www.crunchbase.com/organization/verdigris-technologies,"Energy, Data and Analytics, Software, Internet Services","Moffett Field, California, United States",Verdigris Technologies is a SaaS-based platform that develops artificial intelligence in order to optimize energy consumption.,"4,528",01/01/2011,Operating,,"Energy Management, Big Data, Internet of Things, Software",3,11-50,10/20/2016,"$6,700,000","$16,562,000",4,Series A,http://www.verdigris.co,6
Amperity,https://www.crunchbase.com/organization/amperity,Software,"Seattle, Washington, United States",Amperity is an early-stage software company working to address the most pervasive challenge facing marketers today.,"4,533",01/01/2016,Operating,,Software,2,11-50,02/05/2016,"$9,000,000","$9,000,000",13,Series A,https://amperity.com/,1
NanoRacks,https://www.crunchbase.com/organization/nanoracks,"Biotechnology, Science and Engineering, Hardware, Transportation","Webster, Texas, United States","NanoRacks has democratized space via multiple platforms, from Blue Origin to its leadership position on the International Space Station","4,534",01/01/2009,Operating,67,"Life Science, Satellite Communication, Nanotechnology, Space Travel",3,11-50,06/01/2013,"$5,000,000","$5,000,000",2,Series A,http://nanoracks.com,2
Teforia Company,https://www.crunchbase.com/organization/teforia,"Food and Beverage, Consumer Goods, Internet Services","Mountain View, California, United States",Tea Experience for the Modern World,"4,538",01/01/2014,Operating,15,"Tea, Internet of Things, Consumer Goods, Food and Beverage",2,11-50,11/01/2016,"$12,000,000","$17,100,000",10,Series A,http://teforia.com,2
Unacast,https://www.crunchbase.com/organization/unacast,"Hardware, Data and Analytics, Sales and Marketing, Internet Services, Advertising","New York, New York, United States","Unacast is the world’s largest proximity data platform, and built the Real World Graph™ to understand how people and places are connected.","4,545",06/27/2014,Operating,51,"Mobile Advertising, Internet of Things, Sensor, Big Data, Advertising Platforms",2,11-50,05/17/2016,"$5,000,000","$6,600,000",8,Series A,http://www.unacast.com,2
Dealpath,https://www.crunchbase.com/organization/dealpath,"Software, Internet Services","San Francisco, California, United States",Dealpath is the deal management and collaboration platform for commercial real estate investment and development teams.,"4,548",01/01/2014,Operating,,"Software, Internet",3,11-50,10/05/2016,"$8,000,000","$8,000,000",7,Series A,https://www.dealpath.com/,1
Sano,https://www.crunchbase.com/organization/sano-intelligence,"Hardware, Consumer Electronics, Health Care","San Francisco, California, United States","Sano is building a small, wearable sensor that can capture and transmit blood chemistry data continuously to virtually any device.","4,551",12/29/2011,Operating,2,"Wearables, Health Care, Wellness, Medical Device",2,11-50,06/19/2015,"$15,750,000","$19,500,000",18,Series A,http://sano.co,2
Dremio Corporation,https://www.crunchbase.com/organization/dremio-corporation,Software,"Mountain View, California, United States",Dremio will enable organizations to unlock the value of their data,"4,553",01/01/2015,Operating,,Software,2,11-50,09/25/2015,"$10,000,000","$10,000,000",2,Series A,http://www.dremio.com/,1
